transaction_id,amount,hour,day_of_week,customer_age,account_age_days,avg_amount_30d,transaction_count_24h,transaction_count_7d,distance_from_home,distance_from_usual_location,merchant_risk,merchant_category,is_new_device,is_international,is_online,failed_attempts_24h,password_changed_recently,beneficiary_added_recently,amount_deviation,is_fraud
TXN0011692,140.05,12,6,32,2454,40.18,0,11,2.22,8.55,0.348,Online Services,0,0,0,2,0,0,3.486,0
TXN0011693,243.18,17,3,53,640,61.72,4,16,32.19,9.0,0.2425,Transport,0,0,0,1,0,0,3.94,0
TXN0011694,564.36,12,1,43,820,125.22,2,13,29.16,10.71,0.0971,Bills,0,0,1,0,0,0,4.507,0
TXN0011695,28.74,10,5,53,3981,35.36,3,16,22.8,33.64,0.156,Entertainment,0,0,1,0,0,0,0.813,0
TXN0011696,26.66,12,4,51,368,19.15,3,19,24.72,11.09,0.4355,Transport,0,0,1,2,0,0,1.392,0
TXN0011697,143.9,12,2,35,2293,39.11,4,15,5.15,20.79,0.113,Travel,0,0,0,0,0,0,3.679,0
TXN0011698,66.4,19,1,40,1038,105.82,2,16,10.74,7.19,0.2434,Groceries,1,0,1,1,0,0,0.627,0
TXN0011699,85.92,19,1,21,3789,56.19,2,14,23.27,21.88,0.4831,Groceries,0,0,1,0,0,0,1.529,0
TXN0011700,50.1,22,4,57,1372,88.64,2,20,34.98,43.58,0.4524,Healthcare,0,0,1,0,0,0,0.565,0
TXN0011701,33.59,1,5,41,3823,19.95,3,16,16.55,44.2,0.0667,Online Services,0,0,0,0,0,0,1.684,0
TXN0011702,430.04,7,4,31,962,15.91,2,11,35.63,57.62,0.2275,Bills,0,0,0,0,0,0,27.03,0
TXN0011703,18.82,21,3,45,3053,82.51,3,16,35.51,2.8,0.1417,Bills,0,0,1,0,0,0,0.228,0
TXN0011704,146.84,15,3,18,986,69.44,2,12,39.79,13.12,0.2826,Travel,0,0,0,1,0,0,2.115,0
TXN0011705,121.86,9,6,39,2351,26.89,2,10,21.5,24.83,0.1468,Food,0,0,1,0,0,0,4.532,0
TXN0011706,10.85,15,3,65,3053,22.62,5,14,17.98,37.95,0.3271,Food,0,0,0,0,0,0,0.48,0
TXN0011707,25.65,11,4,37,795,47.22,4,20,9.04,10.51,0.1658,Entertainment,0,1,1,1,0,0,0.543,0
TXN0011708,31.12,21,1,36,2288,51.66,7,14,72.28,7.92,0.2346,Entertainment,1,0,0,1,0,0,0.602,0
TXN0011709,127.65,13,3,41,3572,21.41,3,16,18.86,17.07,0.2605,Groceries,0,0,1,0,0,0,5.962,0
TXN0011710,43.72,10,0,31,1273,50.73,1,11,41.37,28.23,0.281,Food,0,0,0,0,0,0,0.862,0
TXN0011711,60.44,14,3,29,292,18.01,2,9,37.76,58.05,0.4469,Shopping,0,1,0,0,0,0,3.356,0
TXN0011712,12.47,4,5,42,1201,33.16,2,15,9.43,16.8,0.1657,Travel,0,0,1,1,0,0,0.376,0
TXN0011713,967.58,18,4,52,1994,19.95,3,13,9.01,10.65,0.2033,Transport,0,0,1,0,0,0,48.5,0
TXN0011714,72.38,4,6,30,741,49.28,4,18,15.89,24.51,0.1081,Travel,0,0,1,0,0,0,1.469,0
TXN0011715,118.37,0,2,29,4034,33.1,3,18,19.92,24.93,0.0664,Healthcare,0,1,1,0,0,1,3.576,0
TXN0011716,35.81,1,5,56,3468,147.2,5,15,98.05,8.14,0.046,Online Services,0,0,1,1,0,1,0.243,0
TXN0011717,31.48,1,5,44,2548,67.24,2,12,29.01,14.14,0.3979,Travel,0,0,1,0,0,0,0.468,0
TXN0011718,601.6,2,4,33,2395,19.99,5,19,31.55,25.35,0.1842,Food,0,0,1,0,0,0,30.095,0
TXN0011719,7.36,1,5,62,3981,105.95,2,18,9.64,11.97,0.0277,Food,0,0,1,0,0,0,0.069,0
TXN0011720,91.88,7,3,69,3332,46.12,3,12,30.01,32.71,0.4414,Electronics,0,0,1,0,0,0,1.992,0
TXN0011721,16.56,23,2,62,3458,94.3,1,18,19.38,31.09,0.0677,Entertainment,0,0,0,0,0,0,0.176,0
TXN0011722,41.86,2,4,32,1910,20.27,5,10,41.01,6.78,0.1863,Electronics,1,0,0,0,0,0,2.065,0
TXN0011723,32.01,16,2,68,56,83.94,7,22,8.69,35.23,0.1773,Travel,0,0,1,1,0,0,0.381,1
TXN0011724,21.46,20,4,36,452,248.84,4,15,51.07,13.41,0.3682,Bills,1,0,1,1,0,0,0.086,0
TXN0011725,69.46,19,6,22,3691,82.88,1,16,25.08,33.98,0.1962,Healthcare,0,0,0,2,0,0,0.838,0
TXN0011726,3.48,8,0,45,4120,34.29,5,19,16.83,17.01,0.2366,Groceries,0,0,0,0,0,0,0.101,0
TXN0011727,46.39,1,4,67,494,126.72,4,11,27.92,26.65,0.1477,Healthcare,1,0,0,0,0,0,0.366,0
TXN0011728,60.11,8,2,18,236,32.03,1,15,47.96,25.35,0.0486,Bills,0,1,1,0,0,0,1.877,0
TXN0011729,13.97,14,0,18,1197,76.87,2,14,26.8,7.5,0.1378,Healthcare,1,0,1,1,0,0,0.182,0
TXN0011730,380.01,18,1,18,1856,288.55,3,20,26.49,25.85,0.0748,Shopping,0,0,1,0,0,0,1.317,0
TXN0011731,33.66,3,5,61,934,34.68,2,19,69.29,35.88,0.0411,Food,0,1,0,3,0,0,0.971,0
TXN0011732,50.75,7,2,30,2938,78.6,3,17,44.24,37.02,0.1283,Online Services,0,0,0,1,0,0,0.646,0
TXN0011733,33.75,14,0,43,4460,240.96,1,14,73.15,26.21,0.4871,Groceries,0,0,1,1,0,0,0.14,0
TXN0011734,60.72,17,5,22,3332,112.03,2,10,14.27,44.45,0.4023,Travel,1,1,0,1,0,0,0.542,1
TXN0011735,300.18,7,1,67,1682,91.46,1,10,12.85,9.19,0.0519,Travel,0,0,0,1,0,0,3.282,0
TXN0011736,1145.93,19,2,57,2424,12.27,0,16,2.17,50.94,0.135,Transport,1,1,0,0,0,0,93.393,0
TXN0011737,157.19,19,1,47,4731,26.02,1,14,19.17,52.9,0.1816,Shopping,0,0,0,0,0,0,6.041,0
TXN0011738,233.04,8,5,63,4000,102.63,2,18,26.73,27.04,0.0771,Electronics,0,0,1,0,0,0,2.271,0
TXN0011739,480.05,12,6,28,798,42.46,2,16,17.81,29.04,0.257,Travel,0,0,1,1,0,0,11.306,0
TXN0011740,88.78,11,6,39,2413,36.97,6,18,21.32,7.48,0.4206,Shopping,0,0,0,0,0,0,2.401,0
TXN0011741,405.77,16,0,68,440,129.46,1,13,13.59,20.96,0.2349,Healthcare,0,0,0,1,0,0,3.134,0
TXN0011742,165.88,7,6,44,4184,87.98,3,11,18.54,38.35,0.3534,Entertainment,0,0,0,0,0,0,1.885,0
TXN0011743,78.7,7,4,33,3481,28.92,6,14,7.58,35.31,0.1834,Food,0,0,0,0,0,0,2.721,0
TXN0011744,99.77,10,5,49,1256,94.83,4,15,21.56,5.51,0.3963,Bills,0,0,1,0,0,0,1.052,0
TXN0011745,8.21,5,0,66,3738,26.03,5,16,44.29,15.23,0.1635,Healthcare,0,0,0,2,0,0,0.315,0
TXN0011746,93.31,13,5,22,2378,16.24,4,19,19.65,47.11,0.2461,Transport,0,0,1,2,0,0,5.746,0
TXN0011747,11.3,22,2,69,3987,67.79,2,15,56.23,8.57,0.426,Shopping,0,0,0,0,0,0,0.167,0
TXN0011748,10.29,8,2,42,183,21.07,4,16,66.38,14.08,0.2872,Travel,0,0,1,0,0,0,0.488,0
TXN0011749,83.25,20,6,22,2162,20.8,4,25,45.37,11.19,0.0949,Food,0,0,1,1,0,0,4.002,0
TXN0011750,18.52,11,5,67,2903,24.78,4,10,32.99,22.26,0.368,Online Services,0,0,0,1,0,0,0.747,0
TXN0011751,66.14,3,3,47,549,60.17,2,17,18.15,28.07,0.2161,Bills,0,1,0,0,0,0,1.099,0
TXN0011752,78.19,11,4,28,2030,95.78,1,15,34.55,17.47,0.0922,Online Services,0,1,0,1,0,0,0.816,0
TXN0011753,82.31,11,2,27,3701,42.6,2,12,10.08,19.68,0.2413,Online Services,0,0,0,0,0,0,1.932,0
TXN0011754,23.58,0,6,22,3415,21.49,6,14,66.73,13.3,0.2574,Transport,0,0,1,1,0,0,1.097,0
TXN0011755,187.44,11,0,45,554,22.77,4,15,28.37,17.88,0.0519,Groceries,0,0,1,0,0,0,8.232,0
TXN0011756,60.18,3,4,32,3719,16.52,3,15,9.04,8.62,0.3061,Shopping,0,0,0,0,0,0,3.643,0
TXN0011757,110.75,19,0,34,3635,90.64,5,18,20.31,40.63,0.2398,Electronics,0,0,0,0,0,0,1.222,0
TXN0011758,16.85,12,3,46,2182,26.89,1,9,22.39,23.91,0.1107,Transport,0,0,1,0,0,0,0.627,0
TXN0011759,54.32,7,3,67,4102,62.67,3,20,23.14,20.45,0.2597,Healthcare,0,0,0,1,0,0,0.867,0
TXN0011760,235.54,0,5,63,3053,13.64,1,9,87.98,25.64,0.1744,Entertainment,1,0,0,1,0,0,17.268,1
TXN0011761,203.51,13,6,23,4997,137.01,1,17,55.22,6.93,0.2371,Groceries,0,0,1,1,0,0,1.485,0
TXN0011762,26.66,16,5,36,3668,52.31,5,15,28.59,27.55,0.105,Groceries,0,0,0,0,0,1,0.51,0
TXN0011763,35.61,10,6,29,4992,16.27,5,16,59.51,14.46,0.2173,Travel,1,0,0,0,0,0,2.189,0
TXN0011764,21.39,21,0,35,4188,33.52,1,16,22.93,7.63,0.134,Shopping,1,0,0,0,0,0,0.638,0
TXN0011765,31.35,4,3,64,1695,60.5,3,18,23.63,37.42,0.0933,Shopping,0,0,1,0,0,0,0.518,0
TXN0011766,13.34,18,4,35,552,27.15,2,13,54.81,24.53,0.2134,Food,0,0,1,2,0,0,0.491,0
TXN0011767,56.89,11,0,51,3161,69.26,5,16,10.6,3.7,0.1239,Bills,0,0,0,0,0,0,0.821,0
TXN0011768,138.12,7,4,61,2753,137.54,0,11,29.13,15.97,0.1231,Groceries,0,0,0,0,0,0,1.004,0
TXN0011769,27.04,6,0,32,4930,104.65,2,15,45.22,55.61,0.2376,Shopping,0,0,0,1,0,0,0.258,0
TXN0011770,60.09,10,4,42,4626,51.74,0,16,58.53,17.39,0.2335,Food,0,0,0,1,0,0,1.161,0
TXN0011771,51.75,1,1,60,48,153.82,5,20,48.97,6.47,0.3033,Entertainment,0,1,1,1,0,0,0.336,0
TXN0011772,224.39,15,6,35,1441,60.98,4,20,47.05,11.06,0.1625,Shopping,0,0,1,0,0,1,3.68,0
TXN0011773,33.01,9,2,52,2579,47.89,2,15,60.4,12.17,0.0927,Electronics,0,0,1,0,0,0,0.689,0
TXN0011774,34.42,16,4,27,3154,48.85,2,12,40.29,34.2,0.324,Entertainment,0,1,0,1,0,0,0.705,0
TXN0011775,25.21,12,4,65,2009,56.22,3,14,44.47,15.98,0.1202,Groceries,0,0,1,1,0,0,0.448,0
TXN0011776,18.03,23,6,24,1433,72.92,1,11,46.81,6.74,0.0402,Online Services,0,0,0,0,0,0,0.247,0
TXN0011777,122.56,1,2,53,2277,26.9,3,16,23.85,20.54,0.0324,Shopping,1,0,0,1,0,0,4.556,1
TXN0011778,57.09,11,2,68,4025,123.07,6,16,45.43,13.24,0.196,Transport,1,0,1,0,0,0,0.464,0
TXN0011779,71.02,12,4,25,4706,139.18,3,11,100.74,3.37,0.0779,Food,1,0,1,0,0,0,0.51,0
TXN0011780,288.83,5,0,43,3724,335.69,0,11,10.78,19.93,0.1059,Entertainment,0,1,0,0,0,0,0.86,0
TXN0011781,308.55,16,3,67,837,14.52,2,16,31.82,41.68,0.1306,Groceries,0,0,1,0,0,0,21.25,0
TXN0011782,10.04,8,2,21,4749,53.99,3,17,61.37,4.27,0.3154,Shopping,0,0,0,0,0,0,0.186,0
TXN0011783,140.47,18,6,33,2670,28.85,1,9,19.43,19.7,0.1288,Healthcare,0,0,1,0,0,1,4.869,0
TXN0011784,86.44,22,3,65,3503,85.64,2,11,11.97,47.28,0.0716,Bills,0,0,0,0,0,0,1.009,0
TXN0011785,39.22,20,5,24,3398,131.83,5,16,52.72,30.45,0.1112,Bills,0,0,1,1,0,0,0.298,0
TXN0011786,97.21,15,5,67,2460,54.34,5,15,6.9,64.05,0.4137,Bills,0,0,1,0,0,0,1.789,0
TXN0011787,9.16,17,1,56,2657,41.96,3,22,36.74,13.01,0.0811,Online Services,0,0,0,0,0,0,0.218,0
TXN0011788,358.54,20,4,30,2719,36.84,4,13,94.34,16.84,0.0097,Travel,0,0,0,0,0,0,9.732,0
TXN0011789,120.56,23,4,28,681,45.86,2,14,16.86,83.57,0.118,Groceries,0,0,1,0,0,0,2.629,0
TXN0011790,24.66,17,3,34,3903,70.33,3,12,42.08,1.37,0.1949,Shopping,0,0,0,0,0,0,0.351,0
TXN0011791,34.01,21,1,45,1584,70.0,3,14,117.98,46.18,0.1733,Transport,0,0,0,0,0,0,0.486,0
TXN0011792,9.41,23,3,67,3697,163.13,5,16,16.24,1.47,0.0399,Shopping,0,0,0,1,0,0,0.058,0
TXN0011793,46.48,4,0,59,160,47.15,5,17,7.21,9.59,0.0663,Healthcare,0,0,1,1,0,0,0.986,0
TXN0011794,38.28,12,6,18,615,105.66,1,16,53.36,57.87,0.3792,Travel,0,0,1,0,0,0,0.362,0
TXN0011795,14.53,8,0,48,1353,27.43,5,16,75.49,21.0,0.4282,Groceries,0,0,1,0,0,0,0.53,0
TXN0011796,162.91,22,0,34,1516,20.71,7,21,69.9,28.2,0.1687,Online Services,0,0,0,0,0,0,7.866,0
TXN0011797,289.55,17,0,45,545,114.11,4,16,90.32,51.41,0.0534,Shopping,0,1,1,0,0,0,2.537,0
TXN0011798,64.62,21,1,40,3421,73.31,2,13,26.52,3.27,0.3872,Healthcare,0,0,0,1,0,0,0.881,0
TXN0011799,46.92,8,1,48,358,36.41,1,12,36.77,9.34,0.0829,Entertainment,0,0,1,0,0,0,1.289,0
TXN0011800,109.97,20,4,58,531,27.15,2,16,59.59,4.54,0.21,Entertainment,0,0,1,0,0,0,4.05,0
TXN0011801,65.2,1,0,30,3086,37.92,2,13,88.32,2.36,0.1394,Food,0,0,1,1,0,0,1.719,0
TXN0011802,19.21,22,4,37,3309,63.82,1,8,19.76,24.05,0.1622,Travel,0,0,1,0,0,0,0.301,0
TXN0011803,31.48,5,2,20,3284,61.01,4,16,32.68,5.17,0.4191,Electronics,0,0,1,0,0,0,0.516,0
TXN0011804,47.42,12,2,35,4321,18.34,2,7,29.27,6.16,0.1531,Food,0,0,1,1,0,0,2.586,0
TXN0011805,88.71,17,3,69,3949,20.94,1,15,24.71,17.28,0.1955,Travel,1,0,0,0,0,1,4.236,0
TXN0011806,67.41,17,0,55,1857,60.21,4,11,25.85,5.03,0.2225,Travel,0,0,0,0,0,0,1.12,0
TXN0011807,84.94,5,3,53,3226,84.3,4,16,48.49,15.97,0.1859,Food,0,0,1,0,0,0,1.008,0
TXN0011808,11.55,13,3,62,1113,30.1,2,10,54.16,29.45,0.1615,Groceries,0,0,0,1,0,0,0.384,0
TXN0011809,143.31,12,5,47,4120,18.75,2,17,25.3,33.1,0.1154,Travel,0,0,1,0,0,0,7.643,0
TXN0011810,66.95,18,1,22,4274,55.8,0,13,9.45,101.86,0.1071,Healthcare,0,0,0,0,0,0,1.2,0
TXN0011811,1255.91,7,0,52,2794,10.42,1,12,138.97,3.02,0.0932,Travel,1,1,0,0,0,0,120.529,1
TXN0011812,42.7,18,0,25,2423,40.74,3,17,20.0,43.35,0.4593,Travel,0,0,1,2,0,0,1.048,0
TXN0011813,96.74,14,6,28,3117,85.22,6,19,34.21,30.65,0.0908,Transport,0,0,0,0,0,0,1.135,0
TXN0011814,1726.07,18,2,52,4166,45.38,3,13,52.56,11.43,0.4838,Groceries,0,0,0,1,0,0,38.036,0
TXN0011815,83.36,21,1,66,4565,16.85,4,14,13.85,5.87,0.3081,Bills,0,0,1,0,0,0,4.947,0
TXN0011816,61.7,10,0,34,418,168.93,3,17,170.09,21.25,0.5127,Travel,0,1,0,0,0,0,0.365,0
TXN0011817,21.44,10,1,33,3019,54.83,4,17,72.55,21.81,0.0398,Online Services,0,0,1,0,0,0,0.391,0
TXN0011818,386.64,19,3,52,1082,63.83,3,10,15.29,32.12,0.2379,Bills,0,0,1,0,0,0,6.057,0
TXN0011819,17.58,18,6,34,338,105.48,3,16,95.23,12.78,0.0642,Online Services,0,0,0,1,0,0,0.167,0
TXN0011820,108.98,21,5,27,35,47.65,2,13,95.28,24.3,0.166,Travel,0,0,1,0,0,0,2.287,0
TXN0011821,38.68,13,5,29,503,44.41,1,16,73.61,6.65,0.1441,Bills,0,0,0,1,0,0,0.871,0
TXN0011822,53.64,15,0,59,2257,137.04,4,14,33.21,12.11,0.0406,Food,0,0,1,0,0,0,0.391,0
TXN0011823,12.97,1,4,49,4286,29.55,5,18,22.56,28.01,0.2903,Transport,0,0,1,0,0,0,0.439,0
TXN0011824,312.5,10,3,34,4414,108.42,3,16,11.32,23.2,0.1324,Shopping,0,0,0,0,0,0,2.882,0
TXN0011825,48.45,5,1,69,3906,23.39,1,17,2.9,43.82,0.3404,Transport,0,0,0,1,1,0,2.071,0
TXN0011826,16.49,20,3,35,3237,31.61,6,22,83.62,35.75,0.1033,Online Services,0,0,1,0,0,0,0.522,0
TXN0011827,281.63,2,4,53,3062,67.93,1,12,37.34,17.15,0.5856,Shopping,0,0,0,2,0,0,4.146,1
TXN0011828,37.35,18,0,27,118,159.37,4,18,3.58,115.26,0.1965,Shopping,0,0,0,1,1,0,0.234,1
TXN0011829,97.98,20,6,66,4116,60.98,2,18,62.38,34.06,0.1041,Food,0,0,1,0,0,0,1.607,0
TXN0011830,175.5,11,5,28,152,19.1,4,15,51.73,43.22,0.1495,Bills,0,1,1,0,0,0,9.188,1
TXN0011831,115.02,16,6,40,3948,93.07,5,18,60.05,4.25,0.0949,Electronics,0,0,1,0,0,0,1.236,0
TXN0011832,5.33,13,0,49,3609,30.09,3,10,3.39,40.38,0.2287,Electronics,0,0,1,0,0,0,0.177,0
TXN0011833,148.36,16,0,45,1345,87.78,3,10,52.02,29.56,0.1297,Bills,1,0,1,0,0,0,1.69,0
TXN0011834,59.4,16,6,48,491,67.74,3,17,63.91,15.19,0.0781,Transport,0,0,1,0,0,0,0.877,0
TXN0011835,45.68,6,6,58,4407,17.71,2,14,35.01,5.18,0.2822,Groceries,0,0,0,0,0,0,2.579,1
TXN0011836,58.82,16,4,60,1124,71.54,3,16,38.02,21.74,0.4148,Bills,0,0,0,0,0,0,0.822,0
TXN0011837,10.47,21,1,35,2675,21.63,3,17,2.24,9.68,0.0916,Travel,0,0,0,0,0,0,0.484,0
TXN0011838,83.18,7,2,50,3501,150.52,2,11,81.12,7.44,0.17,Groceries,0,0,1,0,0,0,0.553,0
TXN0011839,13.89,7,5,47,2328,16.79,3,11,11.18,17.77,0.4141,Transport,0,0,0,0,0,0,0.827,0
TXN0011840,48.0,7,6,40,1266,48.44,4,14,50.38,21.09,0.2909,Bills,0,0,1,0,0,0,0.991,0
TXN0011841,79.81,21,4,44,2470,26.85,0,10,57.26,10.36,0.2432,Groceries,0,0,1,0,0,0,2.972,0
TXN0011842,229.33,21,2,59,2466,157.3,3,6,46.46,32.13,0.1052,Electronics,0,0,1,0,0,0,1.458,0
TXN0011843,25.98,8,5,53,2231,17.09,3,11,44.18,87.55,0.4911,Food,0,0,1,0,0,0,1.52,0
TXN0011844,354.01,22,1,18,1994,313.53,0,4,42.76,55.35,0.1882,Entertainment,0,0,1,1,0,0,1.129,0
TXN0011845,198.12,18,0,21,291,41.64,0,9,44.25,27.51,0.4662,Shopping,1,0,1,0,0,0,4.758,0
TXN0011846,40.7,9,2,54,1738,35.76,3,13,16.53,34.37,0.0377,Groceries,0,0,1,0,0,0,1.138,0
TXN0011847,18.63,19,3,45,1847,97.46,5,21,49.21,67.18,0.2333,Travel,0,0,1,0,0,0,0.191,0
TXN0011848,12.67,21,4,46,1285,53.21,2,19,71.06,9.55,0.3381,Travel,0,1,0,0,0,0,0.238,0
TXN0011849,91.15,20,4,62,571,28.86,2,12,21.16,19.45,0.0916,Bills,0,1,1,0,0,0,3.158,0
TXN0011850,28.56,11,5,29,2055,30.78,3,14,59.08,7.61,0.1207,Online Services,0,0,0,0,0,0,0.928,0
TXN0011851,264.88,5,1,31,4618,37.6,8,23,56.43,7.07,0.1165,Online Services,0,0,0,0,0,0,7.045,0
TXN0011852,30.53,4,4,51,938,32.47,0,14,22.85,24.17,0.1705,Healthcare,0,0,0,0,0,0,0.94,0
TXN0011853,23.67,19,0,58,3482,100.26,2,14,58.92,10.32,0.4954,Bills,0,0,0,0,0,0,0.236,0
TXN0011854,87.24,17,6,69,4774,58.24,4,18,11.77,21.7,0.4109,Food,0,1,0,0,0,0,1.498,0
TXN0011855,30.3,17,3,66,4809,77.25,2,14,31.54,27.19,0.2694,Bills,1,0,1,0,0,0,0.392,0
TXN0011856,67.35,1,6,36,1602,39.88,4,14,41.55,15.28,0.2407,Travel,0,0,1,0,0,0,1.689,0
TXN0011857,207.24,23,6,27,709,88.52,2,12,66.12,8.5,0.211,Healthcare,0,0,1,0,0,0,2.341,0
TXN0011858,76.31,2,1,51,3653,32.45,2,15,35.16,12.88,0.0855,Shopping,0,0,1,1,0,0,2.352,0
TXN0011859,76.64,13,0,27,1542,27.36,5,13,27.02,65.24,0.0819,Electronics,0,0,1,2,0,0,2.801,0
TXN0011860,84.43,22,6,40,1484,37.26,2,15,15.06,34.77,0.2565,Bills,0,0,0,0,0,0,2.266,0
TXN0011861,9.52,5,3,33,3623,158.93,4,19,8.06,29.47,0.1782,Shopping,0,1,0,0,0,0,0.06,0
TXN0011862,104.65,12,0,38,1333,35.45,5,13,55.55,12.26,0.1137,Entertainment,0,0,1,0,0,0,2.952,0
TXN0011863,80.15,20,4,64,2607,36.67,3,19,37.18,12.12,0.1771,Bills,0,0,0,0,0,0,2.186,0
TXN0011864,186.2,6,6,33,2429,64.32,2,15,24.28,39.33,0.2418,Healthcare,0,0,0,0,0,0,2.895,0
TXN0011865,133.85,2,4,62,4226,49.5,2,15,22.05,61.04,0.225,Shopping,0,1,0,0,0,0,2.704,1
TXN0011866,52.87,11,1,29,3670,24.15,3,14,144.02,33.82,0.2197,Transport,0,0,0,0,0,0,2.189,0
TXN0011867,218.6,19,2,33,1860,22.51,4,14,121.19,61.87,0.2129,Travel,0,0,1,1,0,0,9.711,0
TXN0011868,47.63,13,1,30,49,95.75,1,10,40.37,8.53,0.3043,Healthcare,0,0,0,1,0,0,0.497,0
TXN0011869,88.61,10,3,56,1268,22.39,2,13,48.78,29.55,0.3028,Healthcare,0,0,1,0,0,0,3.958,0
TXN0011870,46.63,15,2,58,880,105.98,4,21,29.31,12.22,0.5477,Groceries,0,1,1,0,0,0,0.44,0
TXN0011871,113.41,1,2,19,3932,38.46,4,11,25.26,24.88,0.1395,Travel,0,0,1,1,0,0,2.949,0
TXN0011872,43.25,8,1,34,3878,9.56,3,19,18.59,10.63,0.3395,Entertainment,0,0,0,0,0,0,4.524,0
TXN0011873,443.49,21,0,66,235,88.7,2,13,36.32,41.06,0.2733,Travel,0,0,0,0,0,0,5.0,0
TXN0011874,678.56,9,5,45,1784,99.6,2,13,6.12,28.06,0.2394,Groceries,1,0,1,0,0,0,6.813,0
TXN0011875,182.19,23,5,27,773,84.49,4,14,2.15,6.64,0.2034,Groceries,0,0,1,0,0,0,2.156,0
TXN0011876,392.48,13,0,29,4281,38.49,1,12,20.19,4.2,0.2343,Shopping,1,1,1,0,0,0,10.197,0
TXN0011877,11.36,22,1,42,3619,41.82,2,14,47.83,12.23,0.5609,Groceries,0,0,1,1,0,0,0.272,0
TXN0011878,13.01,15,3,29,692,38.81,4,17,46.61,30.14,0.0667,Online Services,0,0,0,0,0,0,0.335,0
TXN0011879,46.07,10,4,40,3478,31.79,1,17,83.04,43.92,0.426,Healthcare,0,0,0,0,0,0,1.449,0
TXN0011880,69.92,22,6,48,4070,67.39,2,12,16.71,11.41,0.1211,Groceries,0,0,0,0,0,0,1.038,0
TXN0011881,53.09,6,4,42,354,46.81,8,19,61.53,20.22,0.0611,Shopping,1,0,0,0,0,0,1.134,0
TXN0011882,10.09,9,4,48,3121,38.54,1,11,39.27,9.14,0.1764,Entertainment,0,0,0,1,0,0,0.262,0
TXN0011883,250.72,17,5,20,2645,32.01,6,17,15.59,38.85,0.2888,Travel,0,0,1,0,0,0,7.833,0
TXN0011884,794.19,20,4,44,867,60.99,3,10,43.42,7.19,0.0738,Shopping,0,0,0,0,0,0,13.022,0
TXN0011885,290.95,4,6,20,4602,141.28,2,20,40.37,30.17,0.298,Food,0,0,0,0,0,0,2.059,0
TXN0011886,232.37,23,6,54,91,59.69,2,11,6.68,7.06,0.0143,Shopping,0,0,0,1,0,0,3.893,0
TXN0011887,86.49,10,3,45,2472,19.76,1,14,58.38,7.7,0.0896,Groceries,0,0,1,1,0,0,4.377,0
TXN0011888,25.29,8,0,51,4410,53.6,2,9,81.58,29.45,0.0744,Entertainment,0,0,0,0,0,0,0.472,0
TXN0011889,72.49,3,6,35,1577,78.33,1,8,60.31,3.07,0.2372,Entertainment,0,0,1,0,0,0,0.925,0
TXN0011890,751.02,0,2,28,1465,92.98,2,13,3.78,16.16,0.2308,Bills,0,0,1,0,0,0,8.077,1
TXN0011891,44.49,13,1,53,3645,80.39,2,11,38.65,39.36,0.2784,Shopping,0,0,1,0,0,0,0.553,0
TXN0011892,39.52,14,0,20,1229,60.36,1,13,38.48,25.73,0.2377,Online Services,0,0,0,0,0,0,0.655,0
TXN0011893,238.27,2,5,43,2531,417.05,3,9,46.42,40.74,0.5571,Entertainment,1,1,0,0,0,0,0.571,0
TXN0011894,257.17,21,1,32,943,22.36,3,16,50.73,20.16,0.4168,Bills,0,0,0,1,1,0,11.501,1
TXN0011895,25.15,13,6,36,368,166.89,2,13,56.31,22.07,0.0496,Online Services,0,0,0,1,0,0,0.151,0
TXN0011896,49.37,1,1,40,1794,82.7,2,13,70.65,8.36,0.5158,Online Services,0,0,1,0,0,0,0.597,0
TXN0011897,37.44,20,0,41,734,305.04,3,13,29.34,6.84,0.1706,Bills,1,0,0,1,0,1,0.123,0
TXN0011898,72.25,4,4,28,2633,18.42,6,19,67.78,9.16,0.1564,Online Services,1,0,0,0,0,0,3.922,0
TXN0011899,237.28,16,1,24,2470,172.88,0,12,24.78,2.85,0.1259,Electronics,0,0,1,1,0,0,1.373,0
TXN0011900,26.45,16,1,43,2404,186.52,4,17,18.46,7.88,0.3581,Electronics,0,1,1,1,0,0,0.142,0
TXN0011901,233.48,19,0,32,4840,48.53,4,12,4.77,16.88,0.4798,Groceries,0,0,0,0,1,0,4.811,0
TXN0011902,74.96,19,4,19,4260,28.86,1,10,61.56,45.52,0.2676,Bills,0,0,1,1,0,0,2.597,0
TXN0011903,967.89,23,1,62,2185,268.34,7,23,35.32,20.53,0.1111,Transport,0,0,0,0,0,0,3.607,0
TXN0011904,96.22,2,5,42,1010,29.43,1,11,12.55,8.36,0.206,Food,0,0,0,0,0,0,3.269,0
TXN0011905,59.65,8,1,22,1055,119.7,6,15,28.6,33.53,0.0506,Travel,0,0,1,0,0,0,0.498,0
TXN0011906,129.14,8,2,36,3740,167.57,0,9,19.93,1.08,0.0818,Bills,0,0,1,0,0,0,0.771,0
TXN0011907,45.25,9,3,24,4222,48.4,1,8,12.4,11.08,0.272,Groceries,0,0,1,0,0,0,0.935,0
TXN0011908,8.46,5,3,67,4548,48.16,3,16,57.81,21.23,0.1599,Shopping,0,0,1,0,0,0,0.176,0
TXN0011909,50.57,5,5,43,4635,205.2,0,15,27.51,19.61,0.1367,Groceries,0,0,0,0,0,0,0.246,0
